Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday
2012-02-27,Penrith,21.1,32.1,0.0,,,NNE,20.0,,N,0.0,9.0,94.0,56.0,,,,,23.4,30.8,No
2017-04-07,Penrith,12.4,24.7,0.0,,,E,19.0,,NNW,0.0,7.0,71.0,47.0,,,,,19.3,24.3,No
2016-08-15,Brisbane,12.0,22.7,0.2,5.6,8.6,E,37.0,SW,ESE,4.0,17.0,75.0,53.0,1029.6,1027.3,6.0,4.0,14.7,21.0,No
2016-06-08,Ballarat,6.7,10.3,3.8,,,N,61.0,N,N,28.0,44.0,100.0,100.0,1008.8,1003.5,8.0,8.0,7.1,9.1,Yes
2017-06-07,PearceRAAF,2.5,23.1,0.0,,9.1,E,28.0,SSW,ESE,7.0,13.0,79.0,36.0,1026.6,1025.3,,,9.9,22.7,No
2011-11-27,Melbourne,13.0,22.9,,1.0,8.2,WSW,48.0,SW,E,24.0,9.0,78.0,52.0,1011.4,1011.7,,,15.3,22.1,
2011-10-27,Portland,9.2,24.9,0.0,4.8,7.0,N,37.0,NNE,NNW,13.0,22.0,81.0,47.0,1017.4,1013.5,4.0,6.0,14.0,24.5,No
2010-12-17,Penrith,,,,,,,,,,,,,,,,,,,,
2008-06-16,Sydney,13.3,16.8,7.2,5.0,2.4,,,SSW,SSW,19.0,20.0,86.0,83.0,1024.2,1023.0,6.0,7.0,15.0,15.8,Yes
2009-11-13,PearceRAAF,17.9,27.3,2.2,,10.4,WSW,48.0,N,,26.0,,57.0,,1012.8,,,,24.7,,Yes
2012-01-06,PearceRAAF,19.8,26.4,0.0,,11.2,WSW,50.0,WSW,WSW,28.0,28.0,50.0,43.0,1009.8,1009.4,,,22.7,24.8,No
2016-09-03,Nhil,5.8,14.3,0.0,,,W,57.0,WNW,W,13.0,24.0,89.0,77.0,1010.9,1010.8,,,10.1,12.8,No
2010-04-29,Portland,11.4,16.0,4.6,1.2,4.1,WSW,46.0,WSW,WSW,20.0,24.0,87.0,68.0,,1022.7,5.0,7.0,13.3,14.2,Yes
2016-06-26,Brisbane,6.6,17.3,0.0,3.8,1.6,WSW,13.0,SW,E,4.0,4.0,68.0,47.0,1021.9,1017.3,6.0,7.0,9.9,17.0,No
2013-01-31,Melbourne,16.2,24.7,0.0,7.2,6.4,WSW,81.0,NNW,SSE,11.0,20.0,58.0,65.0,1010.7,1006.2,7.0,7.0,20.3,21.6,No
2014-11-04,PearceRAAF,7.0,30.9,0.0,,12.6,WSW,41.0,E,SW,13.0,28.0,43.0,37.0,1022.4,1019.0,0.0,2.0,22.1,27.2,No
2012-01-25,Mildura,17.4,38.4,0.0,10.4,12.9,SE,48.0,SE,ESE,15.0,22.0,38.0,13.0,1012.5,1008.5,2.0,7.0,26.1,37.4,No
2016-07-16,Brisbane,14.0,18.2,0.0,3.0,0.0,SE,24.0,S,S,6.0,4.0,63.0,87.0,1028.2,1026.5,8.0,8.0,17.2,15.6,No
2011-09-24,Sydney,14.3,17.7,0.2,8.2,0.4,SSE,39.0,ESE,ESE,15.0,19.0,65.0,76.0,1021.4,1017.8,,,16.5,16.3,No
2015-07-08,Penrith,3.6,16.5,0.0,,,S,17.0,SSE,NNW,2.0,4.0,97.0,46.0,,,,,7.1,15.7,No
2017-02-15,Newcastle,18.0,28.0,1.8,,,,,,,0.0,,82.0,,,,4.0,,22.0,,Yes
2013-06-10,PearceRAAF,7.7,19.7,1.6,,8.3,SSE,26.0,ESE,ESE,7.0,11.0,94.0,50.0,1022.1,1021.5,1.0,2.0,14.2,19.2,Yes
2009-03-12,Mildura,18.7,26.2,1.2,6.2,2.0,E,31.0,SSE,SE,7.0,7.0,95.0,73.0,1016.4,1014.8,7.0,7.0,18.7,23.1,Yes
2017-04-09,Mildura,13.4,17.6,0.2,,,SSW,67.0,WSW,WSW,24.0,24.0,56.0,39.0,1015.4,1015.8,1.0,4.0,15.3,16.0,No
2009-12-14,Penrith,18.0,22.0,0.6,,,ESE,26.0,SW,SE,15.0,9.0,90.0,72.0,,,,,19.4,21.3,No
2012-01-03,Portland,16.4,30.5,0.0,14.0,12.4,W,43.0,NNE,WSW,9.0,28.0,90.0,45.0,1013.1,1011.8,7.0,2.0,18.9,27.6,No
2012-10-18,Melbourne,9.0,21.4,0.0,2.4,7.5,SSE,26.0,NNE,S,7.0,9.0,73.0,42.0,1021.2,1018.5,7.0,7.0,11.8,20.9,No
2014-01-17,PearceRAAF,13.5,34.6,0.0,,13.1,E,54.0,E,E,19.0,17.0,44.0,16.0,1014.0,1009.7,0.0,,23.1,33.1,No
2015-05-29,Sydney,13.6,19.2,0.0,2.0,0.6,NW,26.0,W,WNW,9.0,7.0,79.0,65.0,1020.6,1020.1,8.0,6.0,17.3,18.7,No
2016-11-30,Brisbane,19.9,31.3,0.0,9.0,9.3,SSE,43.0,N,NNE,6.0,9.0,43.0,56.0,1011.8,1007.6,1.0,7.0,27.3,27.1,No
2014-12-02,Sydney,19.0,28.9,8.2,8.6,10.7,SE,61.0,WNW,NNE,15.0,20.0,71.0,56.0,1011.9,1008.8,6.0,2.0,23.7,27.8,Yes
2010-12-30,Newcastle,18.0,30.8,0.0,,,,,N,SE,2.0,11.0,67.0,64.0,,,0.0,1.0,24.0,29.8,No
2010-08-24,Portland,5.2,11.5,6.6,2.0,2.6,W,76.0,NNW,W,31.0,31.0,92.0,89.0,1004.7,1002.6,8.0,8.0,8.6,8.1,Yes
2015-05-02,Portland,10.9,16.9,0.4,2.2,5.4,WNW,54.0,NNW,NW,22.0,24.0,79.0,81.0,1014.7,1013.4,8.0,2.0,14.2,16.6,No
2011-09-05,Mildura,6.2,24.2,0.0,2.6,8.8,ESE,20.0,ESE,NW,11.0,9.0,60.0,29.0,1023.8,1017.6,7.0,4.0,13.7,23.5,No
2014-01-21,Newcastle,21.3,25.0,0.8,,,,,SE,SE,4.0,9.0,98.0,85.0,,,8.0,8.0,22.2,24.2,No
2010-09-06,PearceRAAF,4.1,22.8,0.8,,10.1,NNW,30.0,S,W,4.0,13.0,72.0,42.0,1019.8,1013.9,1.0,5.0,14.7,20.8,No
2009-11-29,Melbourne,12.7,21.8,10.6,6.8,7.1,SW,48.0,SW,SSW,13.0,31.0,72.0,59.0,1001.7,1004.2,7.0,5.0,16.2,20.5,Yes
2012-05-29,Brisbane,13.3,22.5,0.0,3.2,9.6,SE,35.0,SSW,SE,6.0,17.0,70.0,56.0,1025.3,1024.2,1.0,4.0,18.2,22.1,No
2008-09-28,Melbourne,11.6,20.7,0.0,5.8,7.4,W,61.0,SW,WSW,20.0,26.0,55.0,35.0,1014.7,1011.8,7.0,6.0,13.8,19.7,No
2012-09-11,Newcastle,10.1,21.2,0.0,,,,,,SE,0.0,15.0,80.0,67.0,,,6.0,6.0,17.5,19.5,No
2014-12-28,Nhil,10.2,32.5,0.0,,,NW,44.0,ENE,NW,22.0,26.0,39.0,15.0,1014.5,1009.3,,,21.0,30.5,No
2015-02-08,Brisbane,20.8,29.9,0.2,7.4,11.9,ENE,22.0,SSE,ENE,4.0,11.0,60.0,58.0,1020.5,1017.8,2.0,1.0,25.9,28.7,No
2010-05-08,Mildura,7.6,22.5,0.0,3.4,8.0,SSW,19.0,,SW,0.0,9.0,73.0,48.0,1024.7,1021.8,1.0,5.0,15.8,21.8,No
2013-01-12,Brisbane,26.1,34.2,0.0,9.4,9.8,NE,30.0,NNW,NNE,6.0,11.0,56.0,60.0,1012.7,1009.3,1.0,1.0,31.9,31.7,No
2009-10-24,PearceRAAF,13.9,19.8,0.0,,1.2,E,69.0,E,ESE,33.0,19.0,58.0,67.0,1018.3,1017.0,,,16.5,17.7,No
2015-04-12,Nhil,12.6,22.2,0.0,,,E,33.0,ESE,SSE,19.0,4.0,70.0,42.0,1021.1,1019.7,,,14.8,21.7,No
2013-05-13,Sydney,13.7,22.8,0.0,2.0,1.8,NNW,28.0,W,NNE,9.0,11.0,88.0,53.0,1018.9,1014.2,7.0,8.0,14.4,21.9,No
2015-10-20,Portland,12.3,29.4,0.6,6.0,3.4,WNW,56.0,,E,0.0,9.0,78.0,47.0,1013.8,1009.0,8.0,8.0,17.2,26.7,No
2012-11-25,PearceRAAF,15.7,29.1,5.8,,13.2,WSW,41.0,SE,WSW,9.0,30.0,51.0,42.0,1015.5,1014.5,,,22.9,27.0,Yes
2015-08-17,Newcastle,7.2,19.8,0.2,,,,,,,0.0,,73.0,,,,0.0,,12.9,,No
2012-11-02,Newcastle,15.5,20.2,0.0,,,,,SE,SE,28.0,9.0,63.0,46.0,,,7.0,5.0,17.3,20.0,No
2009-08-17,Ballarat,4.9,12.3,5.0,,,NNW,50.0,W,WNW,26.0,22.0,75.0,52.0,1016.1,1019.3,3.0,7.0,7.2,11.0,Yes
2011-06-04,Portland,8.4,15.1,9.6,1.8,7.6,W,50.0,W,W,28.0,26.0,67.0,55.0,1014.4,1014.6,7.0,1.0,12.2,13.9,Yes
2010-02-24,Mildura,13.2,30.1,0.0,7.0,12.3,SE,37.0,ESE,S,17.0,19.0,57.0,20.0,1021.4,1019.2,0.0,1.0,17.2,27.9,No
2010-10-04,Portland,11.4,19.7,0.4,7.2,6.6,WNW,59.0,NNW,W,19.0,37.0,71.0,80.0,1017.0,1017.4,7.0,6.0,17.6,15.1,No
2012-09-13,Melbourne,8.7,14.8,5.6,4.8,8.8,SSW,63.0,WSW,SSW,28.0,20.0,64.0,73.0,1014.3,1015.3,4.0,7.0,10.4,11.0,Yes
2016-02-26,Ballarat,10.0,21.0,0.0,,,SW,35.0,SW,SW,15.0,20.0,98.0,48.0,1018.3,1019.0,8.0,7.0,13.4,20.2,No
2014-10-12,Ballarat,3.1,25.2,0.0,,,WNW,46.0,N,NW,15.0,33.0,72.0,33.0,1011.0,1007.1,,,16.2,24.7,No
2012-09-03,Mildura,6.1,25.7,0.0,5.0,10.7,NNW,30.0,N,NNW,15.0,17.0,30.0,12.0,1022.5,1019.2,1.0,7.0,15.7,24.6,No
2009-02-09,Newcastle,20.2,27.6,0.0,,,,,SE,,7.0,,77.0,,,,5.0,,24.4,,No
2015-12-03,Penrith,15.5,22.4,0.0,,,ESE,26.0,S,N,9.0,11.0,62.0,53.0,,,,,18.9,21.2,No
2011-02-25,Sydney,18.0,28.0,0.0,7.4,7.6,E,30.0,WNW,NNE,7.0,20.0,75.0,41.0,1014.5,1012.2,,,21.1,27.1,No
2016-07-18,Brisbane,15.6,23.5,6.0,2.4,6.8,NE,17.0,SW,ENE,4.0,9.0,87.0,60.0,1026.6,1023.5,5.0,3.0,18.1,23.0,Yes
2014-04-22,Newcastle,9.5,27.7,0.0,,,,,NW,NW,4.0,28.0,73.0,32.0,,,5.0,6.0,16.1,27.0,No
2016-04-17,Nhil,6.7,21.0,0.0,,,ESE,43.0,SSE,SSE,17.0,13.0,62.0,34.0,1025.7,1020.7,,,11.9,19.8,No
2011-03-14,Portland,5.4,19.2,0.0,3.2,10.5,SE,37.0,SE,SE,13.0,22.0,87.0,59.0,1026.1,1024.0,3.0,6.0,14.4,18.2,No
2016-02-15,Nhil,10.4,25.4,0.0,,,W,57.0,SW,WSW,11.0,28.0,69.0,39.0,1015.4,1012.7,,,15.2,22.9,No
2010-07-11,Portland,9.7,15.0,5.8,0.2,7.2,NNW,56.0,NW,WNW,22.0,30.0,91.0,61.0,1013.9,1014.7,6.0,2.0,10.4,14.6,Yes
2017-01-19,Ballarat,8.9,28.8,0.0,,,SE,48.0,SE,E,37.0,9.0,68.0,21.0,1011.9,1007.7,,,12.9,25.1,No
2011-01-10,Ballarat,14.6,21.0,2.8,,,ESE,52.0,ESE,ESE,19.0,22.0,99.0,99.0,1015.4,1011.7,8.0,,16.2,19.3,Yes
2013-12-18,Nhil,11.6,38.0,0.0,,,ESE,37.0,E,NE,24.0,9.0,20.0,11.0,1019.0,1015.8,,,24.4,36.0,No
2013-04-28,Penrith,9.8,28.9,0.2,,,WSW,24.0,,NW,0.0,9.0,86.0,27.0,,,,,15.9,28.6,No
2015-12-22,Mildura,13.7,32.8,0.0,5.2,12.0,SE,37.0,SE,SE,15.0,19.0,41.0,13.0,1020.6,1016.8,2.0,0.0,19.8,30.5,No
2008-10-26,Brisbane,14.2,25.2,0.0,4.8,10.2,ENE,31.0,ENE,NE,7.0,15.0,57.0,57.0,1020.7,1018.2,3.0,6.0,22.3,22.6,No
2016-05-14,Ballarat,9.9,18.3,0.0,,,NNW,46.0,N,NNW,31.0,35.0,100.0,51.0,1021.0,1017.2,8.0,,10.2,18.2,No
2015-11-29,Penrith,18.9,30.7,2.0,,,E,26.0,SSW,NNW,4.0,4.0,93.0,53.0,,,,,20.5,28.4,Yes
2015-03-15,Newcastle,14.2,,0.0,,,,,,SE,0.0,28.0,68.0,90.0,,,5.0,7.0,20.5,19.2,No
2014-02-11,Newcastle,,28.3,0.0,,,,,,,,,,,,,,,,,No
2014-01-06,Nhil,8.2,22.2,0.0,,,SSW,50.0,SW,SSW,31.0,28.0,56.0,29.0,1018.8,1020.0,,,14.4,20.0,No
2014-05-12,Mildura,4.8,20.4,0.0,2.4,8.4,NE,20.0,ENE,ENE,4.0,7.0,89.0,52.0,1030.5,1027.3,5.0,5.0,12.7,19.2,No
2013-03-13,Nhil,18.1,25.4,0.0,,,W,54.0,SW,SSW,31.0,30.0,54.0,30.0,1011.6,1011.6,,,19.2,24.7,No
2016-04-27,Nhil,14.6,27.3,0.0,,,NNW,56.0,N,NNW,17.0,30.0,46.0,26.0,1018.2,1014.0,,,17.8,26.4,No
2014-12-20,Brisbane,21.8,29.1,0.0,6.8,12.5,E,33.0,ESE,E,11.0,13.0,58.0,47.0,1016.0,1013.5,2.0,1.0,26.3,28.1,No
2009-06-10,Portland,5.7,10.8,7.0,1.2,4.8,SSW,46.0,SSW,S,11.0,9.0,77.0,71.0,1022.4,1023.0,7.0,6.0,7.9,10.2,Yes
2015-06-13,Mildura,6.8,19.5,0.0,1.8,6.5,ENE,19.0,NE,E,7.0,9.0,81.0,46.0,1028.6,1025.0,3.0,5.0,10.0,19.1,No
2015-11-06,Newcastle,17.7,30.0,2.0,,,,,N,,9.0,,75.0,,,,5.0,,24.0,,Yes
2009-08-18,PearceRAAF,8.1,19.7,0.0,,4.6,W,50.0,N,W,22.0,24.0,75.0,72.0,1010.0,1010.6,7.0,7.0,15.0,18.6,No
2014-05-31,Portland,4.3,14.4,0.0,0.8,0.0,N,17.0,,NNE,0.0,6.0,92.0,68.0,1022.1,1019.3,,,8.1,13.5,No
2014-11-14,Penrith,16.2,40.9,0.0,,,SSE,52.0,NNW,SW,2.0,4.0,70.0,11.0,,,,,22.4,39.5,No
2015-03-29,Newcastle,14.8,26.0,0.0,,,,,SE,SE,19.0,9.0,75.0,62.0,,,6.0,6.0,20.2,24.0,No
2009-12-27,Brisbane,22.7,29.3,21.0,7.6,3.5,ENE,35.0,NE,ENE,17.0,19.0,73.0,71.0,1016.0,1013.7,7.0,7.0,26.7,27.2,Yes
2012-04-21,Melbourne,13.4,23.8,,2.6,5.6,E,26.0,NNE,E,6.0,13.0,94.0,58.0,1016.3,1011.8,,,13.9,23.4,
2015-05-13,Nhil,3.4,12.7,0.6,,,SW,46.0,SW,SW,22.0,22.0,87.0,79.0,1027.8,1029.3,,,6.2,10.5,No
2010-09-17,Newcastle,7.2,19.8,0.0,,,,,W,,6.0,0.0,3.0,32.0,,,4.0,4.0,21.2,19.5,No
2012-04-10,Mildura,4.0,18.7,0.0,4.4,10.5,SE,37.0,S,SSE,15.0,19.0,64.0,30.0,1034.7,1032.1,1.0,0.0,10.8,18.5,No
2015-12-22,Sydney,17.7,21.8,29.8,4.4,0.0,ESE,44.0,SSW,NE,19.0,2.0,89.0,90.0,1023.2,1021.5,8.0,8.0,17.8,17.7,Yes
2015-01-23,Nhil,15.9,29.1,0.0,,,SW,41.0,SW,SW,22.0,24.0,50.0,40.0,1007.2,1006.3,,,19.4,26.1,No
2016-02-22,Sydney,20.8,28.8,1.2,3.8,11.6,ENE,39.0,W,ENE,11.0,24.0,71.0,59.0,1025.4,1022.0,1.0,6.0,24.3,28.0,Yes
2009-10-19,Newcastle,8.9,23.7,0.0,,,,,NW,SE,2.0,9.0,67.0,54.0,,,1.0,1.0,16.8,22.0,No
2016-02-20,Nhil,7.4,25.6,0.0,,,SSE,41.0,SSE,SSE,13.0,17.0,63.0,35.0,1022.7,1021.6,,,13.0,22.4,No
2010-07-06,Sydney,9.7,17.2,4.2,0.4,3.5,,,W,SSW,7.0,17.0,95.0,67.0,1016.7,1015.1,6.0,7.0,10.8,15.1,Yes
2011-07-22,Sydney,11.3,13.9,88.2,,0.0,S,46.0,SE,WSW,19.0,19.0,88.0,95.0,1018.3,1018.0,,,13.1,11.5,Yes
2014-12-05,Penrith,19.4,32.0,6.2,,,W,63.0,NE,ENE,2.0,9.0,76.0,39.0,,,,,22.0,31.6,Yes
2011-10-17,PearceRAAF,15.1,22.4,0.0,,5.6,WSW,39.0,W,W,15.0,26.0,69.0,59.0,1012.4,1011.8,7.0,6.0,19.9,20.7,No
2011-09-01,Melbourne,9.5,16.7,0.0,1.6,7.3,SSE,31.0,SW,S,7.0,15.0,82.0,54.0,1027.2,1025.2,,,12.0,15.9,No
2016-05-20,Sydney,12.8,24.9,0.0,4.0,9.2,,,WSW,SE,19.0,17.0,53.0,51.0,1020.3,1019.3,0.0,1.0,17.3,22.2,No
2014-02-26,Sydney,19.7,32.4,0.0,9.8,6.2,SSE,43.0,ESE,ENE,7.0,17.0,59.0,44.0,1011.8,1010.1,6.0,7.0,25.1,30.3,No
2010-05-07,Mildura,10.1,22.0,0.0,3.0,8.9,WNW,30.0,NW,W,4.0,15.0,64.0,36.0,1024.8,1022.2,7.0,2.0,14.9,21.7,No
2009-07-19,Melbourne,8.2,15.5,0.0,3.0,9.1,N,63.0,N,N,31.0,39.0,68.0,57.0,1016.6,1014.9,3.0,7.0,10.8,14.4,No
2014-09-22,Melbourne,5.6,23.7,0.0,3.4,11.2,NNE,43.0,N,NNE,13.0,30.0,66.0,31.0,1029.9,1025.7,0.0,,11.7,22.9,No
2017-04-19,Penrith,13.8,24.2,0.0,,,SW,19.0,S,SE,4.0,11.0,,,,,,,19.0,22.4,No
2012-08-10,Mildura,3.5,14.9,0.0,3.2,3.5,SSW,37.0,SSW,S,13.0,17.0,86.0,48.0,1031.3,1029.6,1.0,8.0,8.0,14.4,No
2009-04-26,Ballarat,3.6,9.8,10.2,,,WNW,78.0,NW,W,35.0,41.0,77.0,85.0,998.0,1000.9,7.0,8.0,6.4,7.8,Yes
2017-06-17,Penrith,12.1,18.4,0.0,,,SSW,13.0,SSE,SSW,4.0,4.0,90.0,72.0,,,,,14.2,17.2,No
2016-07-14,Penrith,1.2,17.2,0.0,,,W,13.0,N,NNE,4.0,4.0,86.0,37.0,,,,,5.3,16.7,No
2009-12-05,Newcastle,18.2,25.2,0.0,,,,,SW,SW,2.0,9.0,75.0,66.0,,,8.0,4.0,21.2,23.8,No
2015-07-01,Sydney,10.7,17.5,1.0,0.6,8.7,W,33.0,W,NW,19.0,9.0,85.0,37.0,1026.2,1022.6,5.0,1.0,12.0,17.4,No
